_id,X,Y,FID,Name_of_Sc,Level_,Status,SchSponsor,Type1,Type2,Type3,PupilTeach,ClassrmRat,ToiletRati,No_Classrm,BoysToilet,GirlsToilet,TeachersTo,TotalToile,TotalBoys,TotalGirls,TotalEnrol,GO_KTSC_M,GOK_TSC_F,authorityM,authorityF,PTA_BOG_M,PTA_BOG_F,OthersM,OthersF,NoTeaching,NonTeachin,Province,District,Division,Location,Costituenc,Latitude,Longitude
75,35.56,0.06,10075,TARIGO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.4,35.4,20.2,8,8,6,3,0,0,0,283,4,3,0,0,0,0,0,0,0,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.06,35.56
76,35.57,0.2,10076,KAMWOSOR PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,33.4,38.9,42.5,12,5,6,2,0,0,0,467,5,9,0,0,0,0,0,0,2,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAMWOSOR,0.2,35.57
77,35.56,0.07,10077,KAMURA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,51.2,42.7,39.4,12,8,5,1,0,0,0,512,8,2,0,0,0,0,0,0,0,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.07,35.56
78,35.6,0.18,10078,KIPSAOS PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,24.8,28.9,38.6,12,4,5,2,0,0,0,347,3,11,0,0,0,0,0,0,1,1,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAPKWONI,0.18,35.6
79,35.55,0.04,10079,SIGOWET PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,47.6,37,23.8,9,6,8,2,0,0,0,333,6,1,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MOSOP,0.04,35.55
80,35.64,0.18,10080,TUGUMOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,29.6,26.6,22.2,10,6,6,1,0,0,0,266,1,8,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,METKEI,0.18,35.64
81,35.54,0.06,10081,BRAIN HARVESTERS PR,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,15.5,15.5,15.5,2,1,1,1,0,0,0,31,0,0,0,0,0,0,0,2,0,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.06,35.54
82,35.66,0.19,10082,WEREP PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,25,8.3,25,6,1,1,1,0,0,0,50,2,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,METKEI,0.19,35.66
83,35.65,0.18,10083,KABIRIRSUS PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,40.7,29.1,50.9,14,4,4,2,0,0,0,407,6,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,METKEI,0.18,35.65
84,35.55,0.07,10084,NYAKIO PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,64.3,59.4,55.1,13,6,8,2,0,0,0,772,5,7,0,0,0,0,0,0,2,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.07,35.55
85,35.62,0.18,10085,KAPSERGONG PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.8,35.8,23.8,8,6,6,2,0,0,0,286,3,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,METKEI,0.18,35.62
86,35.53,0.04,10086,KIRIMA PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,INTEGRATED,46.2,277,21.3,1,5,8,1,0,0,0,277,4,2,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.04,35.53
87,35.6,0.18,10087,KAPCHORWA PRI SCH,PRIMARY SCHOOL,PUBLIC, ,MIXED,DAY ONLY,ORDINARY,21.1,21.1,42.3,8,2,2,2,0,0,0,169,3,5,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAPKWONY,0.18,35.6
88,35.53,0.03,10088,BOITO PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,44.8,34.2,36.4,17,3,13,3,0,0,0,582,4,9,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,LEMBUS-MOSOP,0.03,35.53
89,35.6,0.19,10089,CHEBOGE PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,26.6,26.6,15.2,8,6,8,2,0,0,0,213,5,3,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAPKWONY,0.19,35.6
90,35.57,0,10090,EQUATOR PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.5,34.4,73,17,4,4,2,0,0,0,584,5,11,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,0,35.57
91,35.58,0.19,10091,KIBOMET PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,37,37,23.8,9,6,8,1,0,0,0,333,3,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAMWOSOR,0.19,35.58
92,35.62,-0.03,10092,KIPLONG'ON PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,38.8,32.3,38.8,12,4,6,2,0,0,0,388,4,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,-0.03,35.62
93,35.55,0.2,10093,KIPTENDEN PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.2,25.1,67,8,1,2,1,0,0,0,201,1,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAMWOSOR,0.2,35.55
94,35.57,0.02,10094,LELGEL PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.7,41.3,33,8,6,4,2,0,0,0,330,2,7,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,0.02,35.57
95,35.55,0.21,10095,KAPCHEBUTUK PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,25.4,25.4,15.6,8,5,8,3,0,0,0,203,6,2,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,CHEPKORIO,KEIYO SOUTH,MAOI,0.21,35.55
96,35.55,0.02,10096,KAPSOIT PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31,15.5,7.8,2,2,2,1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,0.02,35.55
97,35.54,0.25,10097,TULWOBEI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35.4,35.4,39.9,9,5,3,3,0,0,0,319,3,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,TUMEIYO,0.25,35.54
98,35.57,0,10098,EMMANUEL ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,1,0.7,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,0,35.57
99,35.53,0.22,10099,SIMOTWO PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,35.9,31.4,22.9,16,10,12,3,0,0,0,503,5,9,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,TUMEIYO,0.22,35.53
100,35.58,0.01,10100,TULWAMOI PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,28,24.5,24.5,8,4,4,2,0,0,0,196,4,3,0,0,0,0,0,0,0,0,RIFT VALLEY,KOIBATEK,MUMBERES,ELDAMA RAVINE,MUMBERES,0.01,35.58
101,35.53,0.19,10101,ST THOMAS KAPCHORWA PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,36.5,33.9,23.8,14,13,7,4,0,0,0,475,10,3,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAMWOSOR,0.19,35.53
102,35.57,0.26,10102,TAMBUL PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.9,21.3,18.2,12,3,11,1,0,0,0,255,4,4,0,0,0,0,0,0,2,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,TUMEIYO,0.26,35.57
103,34.85,-1.01,10103,NYASITA ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,18,18,9,1,1,1,1,0,0,0,18,0,0,0,0,0,0,1,0,1,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSINONI,-1.01,34.85
104,35.58,0.25,10104,AIC KAPKITONY PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,37.9,37.9,26.1,11,8,8,3,0,0,0,417,5,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,MAOI,0.25,35.58
105,35.66,0.09,10105,METIPSO PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,24.1,27.1,0,8,0,0,2,0,0,0,217,2,7,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.09,35.66
106,34.83,-1.05,10106,NYASITA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.4,35.9,62.8,7,2,2,2,0,0,0,251,7,1,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSINONI,-1.05,34.83
107,35.59,0.23,10107,KOGIBOR PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,26.9,30.3,30.3,8,4,4,1,0,0,0,242,1,8,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,MAOI,0.23,35.59
108,35.64,0.09,10108,CHEMUSUSU PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,15.6,14,35,10,2,2,2,0,0,0,140,5,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.09,35.64
109,35.57,0.23,10109,TINONE PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,31.1,31.1,24.9,8,2,8,2,0,0,0,249,4,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,MAOI,0.23,35.57
110,35.58,0.22,10110,KOMBATICH PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,42.2,42.2,34.5,9,3,8,2,0,0,0,380,6,3,0,0,0,0,0,0,1,0,RIFT VALLEY,KEIYO,METKEI,KEIYO SOUTH,KAMWOSOR,0.22,35.58
111,35.52,0.59,10111,KABORE PRI SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,32.3,28.3,16.1,16,14,14,6,0,0,0,452,3,11,0,0,0,0,0,0,1,1,RIFT VALLEY,KEIYO,TAMBACH,KEIYO NORTH,KIPTUILONG,0.59,35.52
112,34.81,-1.02,10112,OSINONI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,58.3,52.5,262.5,10,1,1,1,0,0,0,525,4,5,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSINONI,-1.02,34.81
113,35.68,0.04,10113,KAPTIM PRI SCH,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,21.8,24.5,32.7,8,3,3,2,0,0,0,196,4,5,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.04,35.68
114,35.52,0.6,10114,MOI TAMBACH PRIMARY SCH,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,49.3,39.4,28.1,10,4,10,2,0,0,0,394,4,4,0,0,0,0,0,0,3,0,RIFT VALLEY,KEIYO,TAMBACH,KEIYO NORTH,KIPTUILONG,0.6,35.52
115,34.83,-0.99,10115,ENDOINYO ONKOPIT PRI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,34.1,36.9,55.4,12,3,5,3,0,0,0,443,8,5,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOLCHAN,-0.99,34.83
116,35.66,0.05,10116,ARAMA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,32.1,32.1,208.5,13,2,0,0,0,0,0,417,4,9,0,0,0,0,0,0,1,1,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.05,35.66
117,34.87,-1.04,10117,OLALUI PRI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,44.9,70.6,123.5,7,2,2,2,0,0,0,494,8,3,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLALUI,-1.04,34.87
118,35.65,0.06,10118,KAMASABA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,26.8,31.6,21.8,11,8,8,2,0,0,0,348,3,10,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.06,35.65
119,34.83,-1.11,10119,ILMESHUKI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,33,28.9,115.5,8,1,1,1,0,0,0,231,7,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLALUI,-1.11,34.83
120,35.65,0.06,10120,BETLA ACADEMY PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,19,19,19,4,2,2,2,0,0,0,76,0,0,0,0,0,0,3,1,0,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.06,35.65
121,34.91,-1.01,10121,ESAEI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,33.4,41.8,55.7,8,3,3,1,0,0,0,334,4,6,0,0,0,0,0,0,2,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOMISMIS,-1.01,34.91
122,35.68,0.08,10122,SINONIN PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,30.7,40.9,36.8,9,5,5,2,0,0,0,368,5,7,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.08,35.68
123,34.88,-1.07,10123,MUTENKUAR PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,50.4,58.8,176.5,12,2,2,2,0,0,0,706,7,7,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOMISMIS,-1.07,34.88
124,35.71,0.11,10124,KIPKUYANG PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,24.4,27.5,31.4,8,2,5,2,0,0,0,220,7,2,0,0,0,0,0,0,2,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,SIGORO-KIPTONO,0.11,35.71
125,34.87,-1.12,10125,OLOSENTU PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,43.3,32.5,130,8,1,1,1,0,0,0,260,5,1,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOMISMIS,-1.12,34.87
126,37.35,-1.74,10126,KIMWATHO PRY,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,19,19,30.4,8,2,3,2,0,0,0,152,2,6,0,0,0,0,0,0,1,0,EASTERN,MAKUENI,KAITI,KEE,KAITI,-1.74,37.35
127,34.89,-1.02,10127,OLOSAYIET PRI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,18.2,30.3,45.5,3,1,1,1,0,0,0,91,1,4,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOMISMIS,-1.02,34.89
128,34.91,-0.99,10128,OLOIBORSOITO PRI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,43.9,47.3,87.9,13,2,5,1,0,0,0,615,5,9,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOIBORSOITO,-0.99,34.91
129,35.75,0.15,10129,KABOR PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,59,29.5,118,8,1,1,1,0,0,0,236,3,1,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,KIPTUNO,0.15,35.75
130,34.92,-0.99,10130,ARISE AND SHINE ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,17,17,8.5,1,1,1,1,0,0,0,17,0,0,0,0,0,0,1,0,0,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OLOIBORSOITO,-0.99,34.92
131,35.76,0.13,10131,KIPTUNO PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,40.6,40.6,27.1,16,12,12,2,0,0,0,650,12,4,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,KIPTUNO,0.13,35.76
132,34.89,-0.96,10132,TRANSMARA HILLSPRINGS ACADEMY,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,INTEGRATED,35.3,39.2,88.3,9,2,2,1,0,0,0,353,0,0,0,0,0,0,6,4,3,2,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,POROKO,-0.96,34.89
133,35.73,0.12,10133,SIGORO PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,32.5,32.5,28.9,16,8,10,4,0,0,0,520,9,7,0,0,0,0,0,0,2,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS-CHEMORGONG,0.12,35.73
134,35.72,0.14,10134,LALUT PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,34.5,34.5,25.1,8,5,6,2,0,0,0,276,5,3,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,KOISAMO,0.14,35.72
135,34.91,-0.94,10135,OSUPUKO PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,44.4,61,244,8,1,1,1,0,0,0,488,9,2,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSUPUKO,-0.94,34.91
136,35.7,0.13,10136,KEWANGOI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,38.2,38.2,31.8,10,4,8,5,0,0,0,382,3,7,0,0,0,0,0,0,1,1,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,KOISAMO,0.13,35.7
137,34.92,-0.95,10137,NARONYO PRI,PRIMARY SCHOOL,PUBLIC,COMMUNITY,MIXED,DAY ONLY,ORDINARY,0,83,41.5,1,1,1,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSUPUKO,-0.95,34.92
138,35.73,0.09,10138,KAMGOECH PRI,PRIMARY SCHOOL,PUBLIC,CENTRAL GOVERNMENT/DEB,MIXED,DAY ONLY,ORDINARY,18.2,20.5,27.3,8,3,3,2,0,0,0,164,3,6,0,0,0,0,0,0,1,0,RIFT VALLEY,KOIBATEK,ELDAMA RAVINE,ELDAMA RAVINE,LEMBUS CENTRAL,0.09,35.73
139,34.91,-0.96,10139,OSONKOROI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,40.9,44.3,66.5,12,4,4,2,0,0,0,532,6,7,0,0,0,0,0,0,2,1,RIFT VALLEY,TRANS MARA,KILGORIS,KILGORIS,OSUPUKO,-0.96,34.91
140,36.38,0.04,10140,GREEN ANGELS JUNIOR PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.1,0,12.8,0,2,2,1,0,0,0,51,0,0,0,0,0,0,5,5,0,0,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,0.04,36.38
141,34.93,-0.96,10141,ENENKESHUI PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,INTEGRATED,46.1,46.1,46.1,8,5,3,2,0,0,0,369,7,1,0,0,0,0,0,0,1,1,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,MEGWARA,-0.96,34.93
142,36.38,0.04,10142,FAITH JUNIOR PRI,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,23.4,19.5,16.7,6,3,4,1,0,0,0,117,0,0,0,0,0,0,3,2,0,1,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,0.04,36.38
143,34.93,-0.93,10143,MEGUARRA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,70.8,62.9,47.2,9,6,6,3,0,0,0,566,4,4,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,MEGWARA,-0.93,34.93
144,36.39,0.04,10144,ZIWANI JUINIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,3.4,4.3,8.5,4,1,1,1,0,0,0,17,0,0,0,0,0,0,1,4,2,1,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,NYAHURURU,0.04,36.39
145,34.97,-0.91,10145,ROMOSHA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,48.3,43.9,80.5,11,3,3,1,0,0,0,483,8,2,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,MEGWARA,-0.91,34.97
146,36.38,0.04,10146,OASIS PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,5.5,0,5.5,0,1,1,1,0,0,0,11,0,0,0,0,0,0,1,1,0,0,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,TOWNSHIP,0.04,36.38
147,34.95,-0.96,10147,SHARTUKA PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,45.1,50.8,40.6,8,6,4,2,0,0,0,406,5,4,0,0,0,0,0,0,1,0,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,SHARTUKA,-0.96,34.95
148,36.41,0.03,10148,ST MICHAEL JUNIOR ACADEMY PRI SCH,PRIMARY SCHOOL,PRIVATE,PRIVATE INDIVIDUAL,MIXED,DAY ONLY,ORDINARY,4.7,4.7,11,7,1,2,2,0,0,0,33,0,0,0,0,0,0,2,5,1,1,RIFT VALLEY,LAIKIPIA,NYAHURURU,LAIKIPIA WEST,MUTITU,0.03,36.41
149,34.96,-1,10149,OSERO PRI,PRIMARY SCHOOL,PUBLIC,RELIGIOUS ORGANIZATION,MIXED,DAY ONLY,ORDINARY,56.4,56.4,56.4,7,5,2,2,0,0,0,395,5,2,0,0,0,0,0,0,0,0,RIFT VALLEY,TRANS MARA,PIRRAR,KILGORIS,SHARTUKA,-1,34.96
